Inventory_ID,Product_ID,Store_ID,Stock,Reorder_Level,Last_Updated,Warehouse_ID,Stock_Status
INV01765,P0195,S078,402,452,2024-04-06,W020,Low Stock
INV01766,P0471,S033,1130,477,2024-03-11,W017,Adequate
INV01767,P0119,S010,38,435,2024-10-29,W005,Low Stock
INV01768,P0396,S083,580,491,2024-12-14,W006,Adequate
INV01769,P0020,S030,179,187,2024-08-17,W017,Low Stock
INV01770,P0261,S022,11,253,2024-12-22,W010,Low Stock
INV01771,P0293,S003,1362,351,2024-10-26,W011,Adequate
INV01772,P0422,S082,942,259,2024-02-01,W013,Adequate
INV01773,P0256,S075,1739,68,2024-09-06,W010,Adequate
INV01774,P0222,S048,547,343,2024-09-10,W014,Adequate
INV01775,P0393,S002,1149,342,2024-09-15,W013,Adequate
INV01776,P0226,S076,62,417,2024-06-30,W004,Low Stock
INV01777,P0053,S054,843,350,2024-12-05,W020,Adequate
INV01778,P0428,S006,1105,422,2024-06-14,W017,Adequate
INV01779,P0355,S040,1008,211,2024-01-04,W018,Adequate
INV01780,P0500,S093,1842,179,2024-05-24,W011,Adequate
INV01781,P0342,S094,1322,93,2024-06-13,W010,Adequate
INV01782,P0364,S002,33,402,2024-12-09,W018,Low Stock
INV01783,P0280,S073,751,132,2024-12-27,W019,Adequate
INV01784,P0081,S002,1632,429,2024-04-14,W009,Adequate
INV01785,P0202,S093,48,173,2024-02-05,W005,Low Stock
INV01786,P0158,S097,657,76,2024-11-09,W001,Adequate
INV01787,P0120,S074,1660,353,2024-06-17,W005,Adequate
INV01788,P0059,S098,700,399,2024-01-08,W003,Adequate
INV01789,P0494,S055,1080,56,2024-03-26,W001,Adequate
INV01790,P0215,S072,1884,460,2024-04-06,W019,Adequate
INV01791,P0128,S060,108,390,2024-11-10,W006,Low Stock
INV01792,P0224,S097,1540,248,2024-01-30,W010,Adequate
INV01793,P0209,S006,984,161,2024-04-10,W005,Adequate
INV01794,P0370,S019,23,138,2024-03-07,W012,Low Stock
INV01795,P0115,S096,220,177,2024-12-14,W012,Adequate
INV01796,P0209,S027,1983,279,2024-03-03,W017,Adequate
INV01797,P0014,S001,314,67,2024-02-01,W002,Adequate
INV01798,P0009,S033,293,338,2024-03-27,W014,Low Stock
INV01799,P0040,S040,1952,210,2024-07-29,W012,Adequate
INV01800,P0450,S032,1033,401,2024-02-20,W013,Adequate
INV01801,P0237,S069,1700,427,2024-03-03,W005,Adequate
INV01802,P0281,S017,1019,330,2024-03-20,W005,Adequate
INV01803,P0359,S008,1504,447,2024-12-08,W017,Adequate
INV01804,P0201,S057,1750,471,2024-08-19,W005,Adequate
INV01805,P0246,S042,1017,215,2024-04-10,W019,Adequate
INV01806,P0278,S098,637,309,2024-05-08,W004,Adequate
INV01807,P0235,S009,266,413,2024-01-19,W007,Low Stock
INV01808,P0494,S087,1815,239,2024-12-22,W017,Adequate
INV01809,P0004,S035,87,387,2024-04-03,W011,Low Stock
INV01810,P0154,S071,454,315,2024-03-21,W006,Adequate
INV01811,P0442,S079,1649,340,2024-04-12,W013,Adequate
INV01812,P0029,S053,1556,404,2024-06-02,W012,Adequate
INV01813,P0109,S054,1171,409,2024-09-25,W005,Adequate
INV01814,P0098,S084,756,328,2024-04-27,W010,Adequate
INV01815,P0215,S025,1801,266,2024-12-07,W011,Adequate
INV01816,P0293,S067,1752,370,2024-10-05,W009,Adequate
INV01817,P0075,S062,430,387,2024-12-28,W013,Adequate
INV01818,P0326,S055,1775,256,2024-08-12,W003,Adequate
INV01819,P0146,S046,1966,202,2024-09-24,W017,Adequate
INV01820,P0128,S024,910,230,2024-05-16,W018,Adequate
INV01821,P0341,S098,1963,261,2024-08-13,W005,Adequate
INV01822,P0042,S046,1767,322,2024-11-29,W016,Adequate
INV01823,P0356,S022,1767,490,2024-08-16,W016,Adequate
INV01824,P0041,S011,241,252,2024-11-18,W011,Low Stock
INV01825,P0422,S048,701,254,2024-04-17,W004,Adequate
INV01826,P0034,S008,901,453,2024-10-26,W009,Adequate
INV01827,P0017,S039,740,433,2024-01-07,W015,Adequate
INV01828,P0165,S035,65,202,2024-05-07,W012,Low Stock
INV01829,P0153,S049,971,219,2024-12-18,W016,Adequate
INV01830,P0486,S046,377,478,2024-09-23,W004,Low Stock
INV01831,P0378,S038,387,290,2024-06-21,W003,Adequate
INV01832,P0076,S008,1814,336,2024-08-01,W004,Adequate
INV01833,P0087,S054,780,294,2024-09-03,W002,Adequate
INV01834,P0117,S037,208,370,2024-04-15,W019,Low Stock
INV01835,P0362,S091,1438,485,2024-03-23,W007,Adequate
INV01836,P0342,S092,15,129,2024-10-18,W002,Low Stock
INV01837,P0469,S040,1320,141,2024-07-21,W001,Adequate
INV01838,P0027,S034,985,198,2024-02-10,W018,Adequate
INV01839,P0313,S096,1243,79,2024-07-23,W008,Adequate
INV01840,P0287,S079,1792,172,2024-12-13,W008,Adequate
INV01841,P0134,S017,366,436,2024-02-18,W010,Low Stock
INV01842,P0219,S033,779,375,2024-05-22,W018,Adequate
INV01843,P0168,S047,1252,476,2024-05-20,W011,Adequate
INV01844,P0098,S052,1654,78,2024-02-22,W001,Adequate
INV01845,P0268,S080,439,308,2024-04-16,W007,Adequate
INV01846,P0237,S093,689,235,2024-02-02,W008,Adequate
INV01847,P0309,S009,1555,466,2024-07-18,W014,Adequate
INV01848,P0455,S033,1473,124,2024-04-28,W019,Adequate
INV01849,P0394,S060,1059,94,2024-10-14,W008,Adequate
INV01850,P0173,S093,846,118,2024-08-16,W019,Adequate
INV01851,P0401,S077,421,465,2024-04-27,W004,Low Stock
INV01852,P0410,S021,1941,416,2024-06-24,W010,Adequate
INV01853,P0469,S058,1643,259,2024-07-03,W010,Adequate
INV01854,P0476,S085,1212,288,2024-11-13,W004,Adequate
INV01855,P0190,S069,1201,389,2024-12-03,W008,Adequate
INV01856,P0122,S010,607,357,2024-08-02,W007,Adequate
INV01857,P0046,S006,1338,241,2024-08-08,W015,Adequate
INV01858,P0064,S013,19,421,2024-05-09,W008,Low Stock
INV01859,P0130,S065,675,152,2024-11-28,W010,Adequate
INV01860,P0310,S020,381,290,2024-09-28,W007,Adequate
INV01861,P0363,S057,608,302,2024-09-02,W019,Adequate
INV01862,P0193,S046,142,473,2024-05-02,W003,Low Stock
INV01863,P0307,S008,61,269,2024-01-08,W009,Low Stock
INV01864,P0181,S010,1265,446,2024-03-07,W016,Adequate
INV01865,P0292,S073,237,385,2024-04-24,W014,Low Stock
INV01866,P0371,S067,1154,266,2024-10-14,W007,Adequate
INV01867,P0282,S011,1628,251,2024-04-14,W012,Adequate
INV01868,P0029,S012,1626,78,2024-01-25,W001,Adequate
INV01869,P0149,S010,1668,496,2024-02-22,W016,Adequate
INV01870,P0267,S025,1146,261,2024-09-03,W003,Adequate
INV01871,P0296,S049,1463,203,2024-12-02,W001,Adequate
INV01872,P0011,S049,926,280,2024-10-07,W006,Adequate
INV01873,P0164,S089,341,151,2024-02-02,W002,Adequate
INV01874,P0113,S011,1442,364,2024-10-13,W007,Adequate
INV01875,P0187,S062,1653,226,2024-02-05,W008,Adequate
INV01876,P0295,S036,454,230,2024-12-08,W013,Adequate
INV01877,P0232,S039,1221,464,2024-08-26,W016,Adequate
INV01878,P0227,S053,281,281,2024-08-04,W010,Adequate
INV01879,P0310,S090,885,61,2024-06-25,W004,Adequate
INV01880,P0098,S078,1024,235,2024-02-13,W013,Adequate
INV01881,P0055,S056,722,298,2024-10-30,W017,Adequate
INV01882,P0111,S001,1798,469,2024-06-06,W008,Adequate
INV01883,P0152,S056,1955,315,2024-09-25,W008,Adequate
INV01884,P0246,S004,1355,439,2024-06-19,W007,Adequate
INV01885,P0406,S030,1235,184,2024-08-08,W001,Adequate
INV01886,P0069,S012,86,294,2024-08-17,W015,Low Stock
INV01887,P0312,S035,664,80,2024-03-31,W015,Adequate
INV01888,P0289,S077,861,396,2024-05-10,W019,Adequate
INV01889,P0250,S052,1722,308,2024-08-13,W004,Adequate
INV01890,P0036,S031,60,153,2024-08-12,W006,Low Stock
INV01891,P0239,S087,796,480,2024-05-22,W010,Adequate
INV01892,P0148,S068,94,431,2024-03-06,W012,Low Stock
INV01893,P0467,S052,785,50,2024-01-28,W004,Adequate
INV01894,P0227,S080,1576,478,2024-05-04,W006,Adequate
INV01895,P0244,S007,1170,487,2024-07-30,W014,Adequate
INV01896,P0491,S022,1269,483,2024-03-20,W013,Adequate
INV01897,P0337,S093,1667,256,2024-08-25,W003,Adequate
INV01898,P0446,S075,960,184,2024-05-11,W015,Adequate
INV01899,P0365,S056,296,496,2024-11-23,W003,Low Stock
INV01900,P0491,S097,1146,320,2024-10-26,W005,Adequate
INV01901,P0482,S058,1678,138,2024-04-28,W013,Adequate
INV01902,P0201,S093,693,244,2024-02-15,W015,Adequate
INV01903,P0154,S064,1727,463,2024-03-24,W017,Adequate
INV01904,P0450,S012,1479,171,2024-10-08,W006,Adequate
INV01905,P0073,S007,398,165,2024-12-17,W018,Adequate
INV01906,P0201,S055,1742,245,2024-01-13,W003,Adequate
INV01907,P0296,S062,945,85,2024-05-04,W009,Adequate
INV01908,P0017,S090,1254,116,2024-11-20,W008,Adequate
INV01909,P0129,S073,533,182,2024-06-20,W020,Adequate
INV01910,P0217,S098,401,330,2024-08-21,W011,Adequate
INV01911,P0061,S077,1615,60,2024-06-29,W011,Adequate
INV01912,P0427,S055,129,267,2024-02-20,W008,Low Stock
INV01913,P0104,S036,291,371,2024-09-25,W001,Low Stock
INV01914,P0042,S089,275,205,2024-06-17,W002,Adequate
INV01915,P0025,S024,911,289,2024-11-11,W020,Adequate
INV01916,P0039,S044,1858,109,2024-10-14,W004,Adequate
INV01917,P0291,S017,1399,187,2024-09-30,W002,Adequate
INV01918,P0131,S002,925,99,2024-12-14,W002,Adequate
INV01919,P0498,S013,54,216,2024-07-25,W013,Low Stock
INV01920,P0229,S031,1601,214,2024-05-27,W020,Adequate
INV01921,P0108,S093,738,368,2024-10-26,W006,Adequate
INV01922,P0172,S028,1049,238,2024-02-06,W004,Adequate
INV01923,P0435,S060,1464,141,2024-06-09,W015,Adequate
INV01924,P0478,S027,764,343,2024-10-01,W003,Adequate
INV01925,P0102,S015,1220,425,2024-10-14,W004,Adequate
INV01926,P0354,S095,641,338,2024-04-15,W017,Adequate
INV01927,P0012,S079,1266,124,2024-01-22,W006,Adequate
INV01928,P0275,S033,1847,94,2024-08-20,W002,Adequate
INV01929,P0101,S020,723,477,2024-05-01,W020,Adequate
INV01930,P0044,S042,1213,434,2024-05-08,W013,Adequate
INV01931,P0443,S012,801,102,2024-11-05,W015,Adequate
INV01932,P0305,S073,737,224,2024-08-04,W005,Adequate
INV01933,P0445,S023,757,210,2024-05-27,W019,Adequate
INV01934,P0017,S072,1591,116,2024-02-27,W006,Adequate
INV01935,P0330,S096,566,448,2024-08-24,W017,Adequate
INV01936,P0057,S014,1299,410,2024-03-10,W001,Adequate
INV01937,P0311,S091,1841,319,2024-07-07,W002,Adequate
INV01938,P0497,S025,1432,456,2024-08-29,W001,Adequate
INV01939,P0303,S077,339,173,2024-03-03,W008,Adequate
INV01940,P0012,S085,152,231,2024-08-28,W004,Low Stock
INV01941,P0318,S031,1588,425,2024-07-03,W018,Adequate
INV01942,P0080,S054,1421,441,2024-09-15,W009,Adequate
INV01943,P0216,S005,1467,231,2024-08-16,W015,Adequate
INV01944,P0339,S013,1646,85,2024-08-10,W016,Adequate
INV01945,P0264,S028,1003,261,2024-04-08,W003,Adequate
INV01946,P0479,S043,426,433,2024-09-03,W001,Low Stock
INV01947,P0149,S089,1002,485,2024-02-14,W013,Adequate
INV01948,P0081,S099,1981,183,2024-09-29,W014,Adequate
INV01949,P0215,S047,1510,402,2024-01-05,W006,Adequate
INV01950,P0485,S071,203,461,2024-01-11,W005,Low Stock
INV01951,P0374,S038,1135,227,2024-12-13,W005,Adequate
INV01952,P0464,S096,324,215,2024-02-08,W004,Adequate
INV01953,P0198,S067,1982,463,2024-02-11,W012,Adequate
INV01954,P0200,S062,1281,386,2024-07-21,W014,Adequate
INV01955,P0025,S039,949,378,2024-04-03,W014,Adequate
INV01956,P0466,S037,1551,487,2024-01-05,W011,Adequate
INV01957,P0089,S086,950,376,2024-02-21,W010,Adequate
INV01958,P0268,S008,1373,95,2024-05-29,W010,Adequate
INV01959,P0143,S081,938,205,2024-07-23,W009,Adequate
INV01960,P0059,S052,956,450,2024-10-26,W002,Adequate
INV01961,P0410,S091,1701,481,2024-07-05,W014,Adequate
INV01962,P0489,S033,1836,477,2024-06-01,W007,Adequate
INV01963,P0365,S081,893,285,2024-04-25,W017,Adequate
INV01964,P0026,S042,434,365,2024-05-28,W020,Adequate
INV01965,P0047,S076,1449,109,2024-08-07,W008,Adequate
INV01966,P0288,S027,1303,54,2024-07-10,W020,Adequate
INV01967,P0266,S008,370,440,2024-08-20,W004,Low Stock
INV01968,P0016,S023,1693,230,2024-11-19,W005,Adequate
INV01969,P0199,S064,932,194,2024-08-08,W013,Adequate
INV01970,P0401,S093,248,364,2024-02-16,W007,Low Stock
INV01971,P0407,S020,890,314,2024-05-06,W006,Adequate
INV01972,P0282,S016,180,272,2024-10-17,W017,Low Stock
INV01973,P0469,S017,702,455,2024-08-02,W006,Adequate
INV01974,P0086,S080,998,350,2024-01-07,W019,Adequate
INV01975,P0250,S019,1674,492,2024-07-02,W003,Adequate
INV01976,P0391,S008,77,385,2024-04-25,W009,Low Stock
INV01977,P0270,S038,918,286,2024-02-21,W015,Adequate
INV01978,P0335,S038,884,62,2024-02-15,W008,Adequate
INV01979,P0117,S053,335,388,2024-01-23,W015,Low Stock
INV01980,P0007,S093,49,317,2024-05-10,W001,Low Stock
INV01981,P0137,S100,84,469,2024-05-06,W008,Low Stock
INV01982,P0371,S090,1718,315,2024-09-21,W004,Adequate
INV01983,P0176,S031,694,65,2024-11-04,W010,Adequate
INV01984,P0328,S044,3,141,2024-07-14,W016,Low Stock
INV01985,P0498,S060,992,297,2024-02-17,W018,Adequate
INV01986,P0315,S076,1973,68,2024-03-22,W004,Adequate
INV01987,P0215,S017,316,409,2024-04-18,W008,Low Stock
INV01988,P0477,S079,1134,439,2024-09-19,W004,Adequate
INV01989,P0082,S073,1357,437,2024-12-20,W010,Adequate
INV01990,P0223,S039,1874,463,2024-01-31,W020,Adequate
INV01991,P0478,S042,762,152,2024-12-23,W004,Adequate
INV01992,P0372,S048,1156,144,2024-02-25,W016,Adequate
INV01993,P0423,S012,611,479,2024-12-20,W012,Adequate
INV01994,P0483,S096,1004,332,2024-07-07,W010,Adequate
INV01995,P0402,S089,913,478,2024-01-05,W011,Adequate
INV01996,P0443,S018,1707,262,2024-10-12,W002,Adequate
INV01997,P0490,S079,798,86,2024-10-04,W016,Adequate
INV01998,P0103,S096,118,442,2024-05-24,W019,Low Stock
INV01999,P0273,S006,349,110,2024-07-14,W012,Adequate
INV02000,P0014,S043,916,340,2024-01-27,W004,Adequate
INV02001,P0159,S035,686,411,2024-05-06,W017,Adequate
INV02002,P0152,S098,541,352,2024-05-14,W012,Adequate
INV02003,P0483,S054,1078,293,2024-01-23,W016,Adequate
INV02004,P0108,S062,360,454,2024-11-26,W003,Low Stock
INV02005,P0188,S069,707,450,2024-04-26,W002,Adequate
INV02006,P0301,S082,1476,360,2024-01-08,W007,Adequate
INV02007,P0098,S016,1576,393,2024-04-10,W006,Adequate
INV02008,P0131,S008,684,400,2024-09-17,W001,Adequate
INV02009,P0293,S089,329,55,2024-07-17,W015,Adequate
INV02010,P0171,S096,218,426,2024-03-26,W012,Low Stock
INV02011,P0424,S090,207,468,2024-08-15,W013,Low Stock
INV02012,P0474,S086,1693,355,2024-06-27,W008,Adequate
INV02013,P0183,S031,844,214,2024-08-27,W009,Adequate
INV02014,P0471,S010,1763,62,2024-01-12,W001,Adequate
INV02015,P0364,S056,84,74,2024-10-29,W005,Adequate
INV02016,P0039,S076,684,273,2024-08-21,W007,Adequate
INV02017,P0015,S092,244,172,2024-07-01,W018,Adequate
INV02018,P0376,S070,871,178,2024-10-08,W008,Adequate
INV02019,P0497,S020,1022,354,2024-12-23,W010,Adequate
INV02020,P0004,S005,1708,171,2024-07-08,W008,Adequate
INV02021,P0349,S023,1358,84,2024-11-21,W012,Adequate
INV02022,P0470,S009,1235,132,2024-08-02,W016,Adequate
INV02023,P0409,S058,595,358,2024-09-14,W012,Adequate
INV02024,P0397,S059,684,485,2024-01-26,W003,Adequate
INV02025,P0210,S093,1206,231,2024-09-26,W018,Adequate
INV02026,P0161,S080,1978,125,2024-03-22,W005,Adequate
INV02027,P0016,S054,1156,153,2024-12-23,W014,Adequate
INV02028,P0493,S046,1013,281,2024-07-03,W020,Adequate
INV02029,P0426,S022,1013,352,2024-10-14,W016,Adequate
INV02030,P0108,S064,1915,92,2024-03-02,W006,Adequate
INV02031,P0382,S008,1823,453,2024-01-30,W016,Adequate
INV02032,P0450,S020,1797,466,2024-01-31,W020,Adequate
INV02033,P0311,S051,349,142,2024-10-19,W014,Adequate
INV02034,P0227,S078,281,193,2024-06-21,W020,Adequate
INV02035,P0170,S039,292,303,2024-04-11,W005,Low Stock
INV02036,P0034,S037,1292,127,2024-05-07,W014,Adequate
INV02037,P0414,S050,1884,312,2024-03-26,W011,Adequate
INV02038,P0251,S034,1220,119,2024-11-10,W009,Adequate
INV02039,P0247,S075,1560,198,2024-01-28,W020,Adequate
INV02040,P0269,S033,1676,341,2024-05-01,W007,Adequate
INV02041,P0141,S031,983,263,2024-09-07,W005,Adequate
INV02042,P0274,S054,1758,409,2024-03-01,W015,Adequate
INV02043,P0416,S044,19,359,2024-06-19,W013,Low Stock
INV02044,P0096,S034,758,196,2024-09-28,W012,Adequate
INV02045,P0227,S071,1863,74,2024-11-20,W015,Adequate
INV02046,P0379,S062,1979,372,2024-10-26,W019,Adequate
INV02047,P0039,S023,1736,158,2024-04-22,W019,Adequate
INV02048,P0302,S046,404,230,2024-07-12,W010,Adequate
INV02049,P0500,S056,1138,300,2024-01-19,W017,Adequate
INV02050,P0029,S007,1918,252,2024-12-05,W016,Adequate
INV02051,P0446,S089,700,353,2024-04-02,W005,Adequate
INV02052,P0497,S061,979,219,2024-08-04,W004,Adequate
INV02053,P0477,S003,1998,224,2024-06-27,W010,Adequate
INV02054,P0318,S038,25,396,2024-07-09,W006,Low Stock
INV02055,P0245,S084,565,219,2024-06-11,W011,Adequate
INV02056,P0236,S034,1705,51,2024-04-09,W011,Adequate
INV02057,P0185,S044,394,183,2024-07-05,W016,Adequate
INV02058,P0272,S030,1956,176,2024-10-21,W014,Adequate
INV02059,P0440,S017,1000,95,2024-03-07,W019,Adequate
INV02060,P0236,S059,1404,243,2024-03-13,W004,Adequate
INV02061,P0239,S010,522,411,2024-08-19,W005,Adequate
INV02062,P0377,S099,1562,258,2024-07-07,W019,Adequate
INV02063,P0266,S084,861,345,2024-02-19,W017,Adequate
INV02064,P0414,S018,1106,107,2024-11-04,W018,Adequate
INV02065,P0409,S045,801,127,2024-10-28,W008,Adequate
INV02066,P0359,S091,549,251,2024-11-03,W004,Adequate
INV02067,P0340,S059,1468,338,2024-05-03,W018,Adequate
INV02068,P0389,S062,86,111,2024-06-05,W011,Low Stock
INV02069,P0065,S059,1972,317,2024-09-17,W014,Adequate
INV02070,P0478,S049,832,175,2024-07-13,W013,Adequate
INV02071,P0177,S100,386,98,2024-11-25,W016,Adequate
INV02072,P0003,S063,962,137,2024-12-16,W012,Adequate
INV02073,P0429,S087,667,383,2024-11-26,W009,Adequate
INV02074,P0142,S032,1421,310,2024-09-12,W007,Adequate
INV02075,P0376,S010,1843,228,2024-07-18,W010,Adequate
INV02076,P0158,S011,285,118,2024-03-08,W017,Adequate
INV02077,P0498,S070,697,416,2024-03-20,W018,Adequate
INV02078,P0324,S062,1717,465,2024-08-20,W007,Adequate
INV02079,P0146,S047,964,482,2024-07-04,W003,Adequate
INV02080,P0446,S034,368,109,2024-04-14,W015,Adequate
INV02081,P0293,S100,654,351,2024-11-20,W016,Adequate
INV02082,P0153,S017,1445,298,2024-05-21,W017,Adequate
INV02083,P0432,S054,1741,218,2024-09-28,W013,Adequate
INV02084,P0193,S076,653,318,2024-12-08,W003,Adequate
INV02085,P0437,S085,696,413,2024-05-03,W020,Adequate
INV02086,P0494,S040,1466,161,2024-08-10,W020,Adequate
INV02087,P0463,S019,1776,149,2024-06-22,W005,Adequate
INV02088,P0073,S067,1543,451,2024-07-09,W009,Adequate
INV02089,P0399,S082,1023,264,2024-05-19,W018,Adequate
INV02090,P0305,S053,1607,162,2024-10-23,W011,Adequate
INV02091,P0377,S064,914,146,2024-04-28,W011,Adequate
INV02092,P0344,S083,287,356,2024-10-01,W016,Low Stock
INV02093,P0452,S047,94,167,2024-03-16,W008,Low Stock
INV02094,P0140,S006,668,85,2024-04-18,W002,Adequate
INV02095,P0187,S016,40,386,2024-04-28,W010,Low Stock
INV02096,P0293,S072,330,408,2024-09-14,W006,Low Stock
INV02097,P0061,S018,1836,339,2024-01-20,W004,Adequate
INV02098,P0485,S052,1804,445,2024-04-28,W005,Adequate
INV02099,P0427,S048,1178,438,2024-12-16,W011,Adequate
INV02100,P0380,S043,503,353,2024-05-16,W012,Adequate
INV02101,P0198,S039,274,409,2024-10-03,W016,Low Stock
INV02102,P0295,S049,1689,396,2024-09-11,W020,Adequate
INV02103,P0440,S012,1588,173,2024-09-20,W014,Adequate
INV02104,P0319,S010,178,89,2024-06-15,W014,Adequate
INV02105,P0302,S071,1956,190,2024-06-13,W020,Adequate
INV02106,P0344,S055,1775,75,2024-01-29,W020,Adequate
INV02107,P0011,S001,136,191,2024-02-04,W015,Low Stock
INV02108,P0062,S049,766,401,2024-08-24,W008,Adequate
INV02109,P0333,S036,987,444,2024-10-20,W005,Adequate
INV02110,P0226,S021,1759,471,2024-03-30,W009,Adequate
INV02111,P0153,S037,1203,385,2024-07-21,W016,Adequate
INV02112,P0199,S024,1205,106,2024-08-15,W003,Adequate
INV02113,P0052,S055,1282,199,2024-03-08,W012,Adequate
INV02114,P0260,S025,242,416,2024-05-10,W007,Low Stock
INV02115,P0059,S007,1119,449,2024-12-30,W017,Adequate
INV02116,P0072,S081,196,254,2024-04-20,W015,Low Stock
INV02117,P0148,S093,1927,125,2024-01-12,W015,Adequate
INV02118,P0349,S094,525,334,2024-10-14,W012,Adequate
INV02119,P0063,S071,631,259,2024-06-23,W002,Adequate
INV02120,P0310,S097,1410,435,2024-11-14,W008,Adequate
INV02121,P0373,S071,407,487,2024-06-02,W005,Low Stock
INV02122,P0243,S024,1292,307,2024-02-12,W003,Adequate
INV02123,P0493,S011,1194,308,2024-12-28,W001,Adequate
INV02124,P0366,S073,1948,233,2024-07-23,W016,Adequate
INV02125,P0330,S012,1607,377,2024-06-20,W010,Adequate
INV02126,P0107,S035,690,60,2024-10-20,W010,Adequate
INV02127,P0226,S063,169,209,2024-10-11,W011,Low Stock
INV02128,P0313,S068,158,309,2024-11-06,W012,Low Stock
INV02129,P0218,S100,1532,442,2024-02-21,W008,Adequate
INV02130,P0425,S092,446,137,2024-04-24,W005,Adequate
INV02131,P0241,S057,1689,418,2024-01-19,W009,Adequate
INV02132,P0259,S013,1937,233,2024-02-04,W011,Adequate
INV02133,P0376,S023,1017,65,2024-02-17,W015,Adequate
INV02134,P0262,S083,1105,293,2024-08-20,W017,Adequate
INV02135,P0005,S039,1080,135,2024-08-06,W011,Adequate
INV02136,P0261,S088,1542,248,2024-04-19,W013,Adequate
INV02137,P0054,S080,111,59,2024-09-10,W017,Adequate
INV02138,P0047,S097,47,213,2024-07-06,W007,Low Stock
INV02139,P0215,S012,1615,73,2024-01-31,W009,Adequate
INV02140,P0177,S034,1910,113,2024-09-15,W018,Adequate
INV02141,P0009,S071,375,361,2024-06-11,W018,Adequate
INV02142,P0099,S075,827,287,2024-12-09,W010,Adequate
INV02143,P0020,S031,32,394,2024-11-03,W012,Low Stock
INV02144,P0378,S093,503,287,2024-03-11,W018,Adequate
INV02145,P0241,S062,626,71,2024-11-02,W009,Adequate
INV02146,P0061,S013,1919,229,2024-02-25,W009,Adequate
INV02147,P0379,S031,1026,355,2024-04-08,W010,Adequate
INV02148,P0490,S002,1509,96,2024-01-21,W001,Adequate
INV02149,P0419,S015,1539,328,2024-04-17,W011,Adequate
INV02150,P0178,S057,1891,273,2024-02-22,W014,Adequate
INV02151,P0338,S075,1795,267,2024-01-06,W010,Adequate
INV02152,P0062,S034,41,286,2024-08-18,W014,Low Stock
INV02153,P0145,S068,8,253,2024-03-22,W019,Low Stock
INV02154,P0216,S075,999,388,2024-08-04,W010,Adequate
INV02155,P0003,S029,818,68,2024-11-30,W017,Adequate
INV02156,P0160,S066,656,229,2024-02-16,W002,Adequate
INV02157,P0227,S016,1936,211,2024-12-17,W014,Adequate
INV02158,P0486,S039,1632,334,2024-12-27,W018,Adequate
INV02159,P0269,S077,1811,110,2024-08-28,W002,Adequate
INV02160,P0120,S037,1165,134,2024-06-26,W020,Adequate
INV02161,P0381,S081,789,84,2024-03-22,W019,Adequate
INV02162,P0495,S021,1459,54,2024-10-13,W008,Adequate
INV02163,P0089,S044,1050,125,2024-07-10,W006,Adequate
INV02164,P0329,S019,1066,302,2024-05-22,W020,Adequate
INV02165,P0068,S071,1154,56,2024-11-09,W007,Adequate
INV02166,P0398,S008,1239,218,2024-10-05,W013,Adequate
INV02167,P0357,S077,1629,179,2024-02-10,W002,Adequate
INV02168,P0098,S066,1543,187,2024-09-27,W007,Adequate
INV02169,P0267,S041,597,407,2024-03-27,W001,Adequate
INV02170,P0105,S075,1368,349,2024-01-03,W006,Adequate
INV02171,P0440,S088,1531,375,2024-07-29,W016,Adequate
INV02172,P0323,S070,1673,140,2024-01-01,W008,Adequate
INV02173,P0123,S061,1904,212,2024-03-15,W013,Adequate
INV02174,P0476,S026,1436,367,2024-08-18,W018,Adequate
INV02175,P0029,S071,935,302,2024-03-16,W014,Adequate
INV02176,P0137,S083,1269,250,2024-09-16,W018,Adequate
INV02177,P0195,S070,1472,69,2024-01-25,W004,Adequate
INV02178,P0409,S029,1011,278,2024-07-18,W015,Adequate
INV02179,P0226,S066,20,212,2024-04-03,W005,Low Stock
INV02180,P0332,S019,998,214,2024-12-17,W014,Adequate
INV02181,P0170,S068,1431,281,2024-04-17,W016,Adequate
INV02182,P0009,S058,456,377,2024-12-20,W015,Adequate
INV02183,P0463,S070,1467,287,2024-04-04,W011,Adequate
INV02184,P0040,S057,1013,169,2024-12-21,W002,Adequate
INV02185,P0025,S037,1945,487,2024-03-31,W018,Adequate
INV02186,P0261,S061,264,400,2024-02-13,W004,Low Stock
INV02187,P0395,S092,1683,432,2024-01-23,W015,Adequate
INV02188,P0443,S030,183,418,2024-07-08,W012,Low Stock
INV02189,P0226,S071,226,156,2024-01-23,W003,Adequate
INV02190,P0472,S073,1827,299,2024-08-21,W004,Adequate
INV02191,P0124,S025,1571,385,2024-07-04,W016,Adequate
INV02192,P0463,S097,1269,333,2024-11-06,W006,Adequate
INV02193,P0038,S065,1096,247,2024-11-28,W002,Adequate
INV02194,P0328,S006,1173,465,2024-03-03,W009,Adequate
INV02195,P0251,S018,1536,269,2024-04-12,W012,Adequate
INV02196,P0389,S010,1092,444,2024-11-11,W012,Adequate
INV02197,P0176,S092,968,475,2024-07-07,W014,Adequate
INV02198,P0090,S011,804,200,2024-12-01,W017,Adequate
INV02199,P0402,S097,1253,335,2024-07-07,W009,Adequate
INV02200,P0454,S065,722,314,2024-12-16,W012,Adequate
INV02201,P0037,S077,1095,269,2024-03-09,W010,Adequate
INV02202,P0316,S084,1001,265,2024-04-23,W011,Adequate
INV02203,P0176,S065,874,364,2024-04-13,W002,Adequate
INV02204,P0461,S052,1631,205,2024-04-17,W016,Adequate
