Sale_ID,Date,Store_ID,Product_ID,Quantity,Sales,Customer_Count,Payment_Method,Year,Month,Day,DayOfWeek,Quarter,Is_Weekend,Season
6699,2023-10-07 02:00:00,S036,P0185,1,6239,38,Cash,2023,10,7,5,4,1,Autumn
6700,2023-10-07 03:00:00,S050,P0412,9,7505,39,UPI,2023,10,7,5,4,1,Autumn
6701,2023-10-07 04:00:00,S043,P0333,13,9930,5,Cash,2023,10,7,5,4,1,Autumn
6702,2023-10-07 05:00:00,S027,P0208,12,9433,49,Cash,2023,10,7,5,4,1,Autumn
6703,2023-10-07 06:00:00,S032,P0405,18,7219,38,Cash,2023,10,7,5,4,1,Autumn
6704,2023-10-07 07:00:00,S078,P0388,7,9280,11,Card,2023,10,7,5,4,1,Autumn
6705,2023-10-07 08:00:00,S018,P0487,11,3988,37,UPI,2023,10,7,5,4,1,Autumn
6706,2023-10-07 09:00:00,S028,P0382,18,9266,8,UPI,2023,10,7,5,4,1,Autumn
6707,2023-10-07 10:00:00,S029,P0355,10,4172,29,Card,2023,10,7,5,4,1,Autumn
6708,2023-10-07 11:00:00,S016,P0372,8,3338,11,UPI,2023,10,7,5,4,1,Autumn
6709,2023-10-07 12:00:00,S099,P0271,14,5822,46,Card,2023,10,7,5,4,1,Autumn
6710,2023-10-07 13:00:00,S047,P0437,14,7132,45,Cash,2023,10,7,5,4,1,Autumn
6711,2023-10-07 14:00:00,S059,P0346,13,7667,48,UPI,2023,10,7,5,4,1,Autumn
6712,2023-10-07 15:00:00,S031,P0430,7,9399,29,Card,2023,10,7,5,4,1,Autumn
6713,2023-10-07 16:00:00,S004,P0135,15,1404,37,Cash,2023,10,7,5,4,1,Autumn
6714,2023-10-07 17:00:00,S037,P0146,6,1649,46,Cash,2023,10,7,5,4,1,Autumn
6715,2023-10-07 18:00:00,S017,P0345,12,4485,13,Cash,2023,10,7,5,4,1,Autumn
6716,2023-10-07 19:00:00,S039,P0485,11,5381,31,UPI,2023,10,7,5,4,1,Autumn
6717,2023-10-07 20:00:00,S048,P0149,18,3628,46,Cash,2023,10,7,5,4,1,Autumn
6718,2023-10-07 21:00:00,S046,P0116,4,7694,49,UPI,2023,10,7,5,4,1,Autumn
6719,2023-10-07 22:00:00,S090,P0392,4,6231,49,Card,2023,10,7,5,4,1,Autumn
6720,2023-10-07 23:00:00,S048,P0187,13,2254,2,Card,2023,10,7,5,4,1,Autumn
6721,2023-10-08 00:00:00,S039,P0020,7,1020,7,Card,2023,10,8,6,4,1,Autumn
6722,2023-10-08 01:00:00,S004,P0338,19,7429,42,Card,2023,10,8,6,4,1,Autumn
6723,2023-10-08 02:00:00,S030,P0373,4,3124,25,Card,2023,10,8,6,4,1,Autumn
6724,2023-10-08 03:00:00,S030,P0467,1,3563,49,UPI,2023,10,8,6,4,1,Autumn
6725,2023-10-08 04:00:00,S022,P0244,8,8522,13,Cash,2023,10,8,6,4,1,Autumn
6726,2023-10-08 05:00:00,S075,P0067,12,8984,28,Cash,2023,10,8,6,4,1,Autumn
6727,2023-10-08 06:00:00,S066,P0439,12,7721,22,Cash,2023,10,8,6,4,1,Autumn
6728,2023-10-08 07:00:00,S012,P0062,20,8078,24,Card,2023,10,8,6,4,1,Autumn
6729,2023-10-08 08:00:00,S094,P0486,11,5730,50,Card,2023,10,8,6,4,1,Autumn
6730,2023-10-08 09:00:00,S036,P0274,17,4803,1,UPI,2023,10,8,6,4,1,Autumn
6731,2023-10-08 10:00:00,S018,P0347,17,7976,49,UPI,2023,10,8,6,4,1,Autumn
6732,2023-10-08 11:00:00,S090,P0463,12,1966,46,Cash,2023,10,8,6,4,1,Autumn
6733,2023-10-08 12:00:00,S053,P0110,12,2979,43,Card,2023,10,8,6,4,1,Autumn
6734,2023-10-08 13:00:00,S071,P0056,17,1524,31,UPI,2023,10,8,6,4,1,Autumn
6735,2023-10-08 14:00:00,S001,P0085,9,8829,36,Cash,2023,10,8,6,4,1,Autumn
6736,2023-10-08 15:00:00,S058,P0406,13,3577,32,Cash,2023,10,8,6,4,1,Autumn
6737,2023-10-08 16:00:00,S090,P0264,17,9568,18,Cash,2023,10,8,6,4,1,Autumn
6738,2023-10-08 17:00:00,S087,P0395,1,3723,26,UPI,2023,10,8,6,4,1,Autumn
6739,2023-10-08 18:00:00,S090,P0107,3,2489,24,Card,2023,10,8,6,4,1,Autumn
6740,2023-10-08 19:00:00,S006,P0012,8,5780,18,Cash,2023,10,8,6,4,1,Autumn
6741,2023-10-08 20:00:00,S070,P0176,8,3074,39,Card,2023,10,8,6,4,1,Autumn
6742,2023-10-08 21:00:00,S044,P0359,8,4055,2,UPI,2023,10,8,6,4,1,Autumn
6743,2023-10-08 22:00:00,S072,P0319,6,6011,25,Cash,2023,10,8,6,4,1,Autumn
6744,2023-10-08 23:00:00,S024,P0027,15,9061,13,Cash,2023,10,8,6,4,1,Autumn
6745,2023-10-09 00:00:00,S086,P0291,5,8525,16,Card,2023,10,9,0,4,0,Autumn
6746,2023-10-09 01:00:00,S019,P0130,6,7610,50,Cash,2023,10,9,0,4,0,Autumn
6747,2023-10-09 02:00:00,S018,P0227,6,6141,12,Card,2023,10,9,0,4,0,Autumn
6748,2023-10-09 03:00:00,S095,P0479,10,2181,30,UPI,2023,10,9,0,4,0,Autumn
6749,2023-10-09 04:00:00,S030,P0136,19,7693,46,Cash,2023,10,9,0,4,0,Autumn
6750,2023-10-09 05:00:00,S042,P0020,2,3771,23,UPI,2023,10,9,0,4,0,Autumn
6751,2023-10-09 06:00:00,S033,P0264,7,3422,26,Cash,2023,10,9,0,4,0,Autumn
6752,2023-10-09 07:00:00,S074,P0447,19,4603,2,Cash,2023,10,9,0,4,0,Autumn
6753,2023-10-09 08:00:00,S012,P0324,13,3573,4,Cash,2023,10,9,0,4,0,Autumn
6754,2023-10-09 09:00:00,S094,P0159,4,6518,42,Card,2023,10,9,0,4,0,Autumn
6755,2023-10-09 10:00:00,S027,P0160,11,3345,8,UPI,2023,10,9,0,4,0,Autumn
6756,2023-10-09 11:00:00,S039,P0397,18,9850,28,UPI,2023,10,9,0,4,0,Autumn
6757,2023-10-09 12:00:00,S009,P0342,11,2021,9,Card,2023,10,9,0,4,0,Autumn
6758,2023-10-09 13:00:00,S021,P0026,13,9972,47,UPI,2023,10,9,0,4,0,Autumn
6759,2023-10-09 14:00:00,S076,P0081,10,6417,35,UPI,2023,10,9,0,4,0,Autumn
6760,2023-10-09 15:00:00,S029,P0413,17,3123,7,Cash,2023,10,9,0,4,0,Autumn
6761,2023-10-09 16:00:00,S033,P0475,4,2005,44,Cash,2023,10,9,0,4,0,Autumn
6762,2023-10-09 17:00:00,S062,P0376,3,2093,36,UPI,2023,10,9,0,4,0,Autumn
6763,2023-10-09 18:00:00,S015,P0470,7,5044,37,UPI,2023,10,9,0,4,0,Autumn
6764,2023-10-09 19:00:00,S002,P0018,16,7954,43,Card,2023,10,9,0,4,0,Autumn
6765,2023-10-09 20:00:00,S052,P0069,6,3249,34,UPI,2023,10,9,0,4,0,Autumn
6766,2023-10-09 21:00:00,S044,P0396,18,1077,16,Cash,2023,10,9,0,4,0,Autumn
6767,2023-10-09 22:00:00,S054,P0130,1,2430,24,Cash,2023,10,9,0,4,0,Autumn
6768,2023-10-09 23:00:00,S018,P0426,19,1120,20,Cash,2023,10,9,0,4,0,Autumn
6769,2023-10-10 00:00:00,S003,P0135,10,8743,7,UPI,2023,10,10,1,4,0,Autumn
6770,2023-10-10 01:00:00,S007,P0303,3,7600,50,Cash,2023,10,10,1,4,0,Autumn
6771,2023-10-10 02:00:00,S043,P0379,11,7920,6,UPI,2023,10,10,1,4,0,Autumn
6772,2023-10-10 03:00:00,S082,P0218,7,7449,46,Cash,2023,10,10,1,4,0,Autumn
6773,2023-10-10 04:00:00,S038,P0310,6,5232,1,UPI,2023,10,10,1,4,0,Autumn
6774,2023-10-10 05:00:00,S037,P0487,14,552,27,Card,2023,10,10,1,4,0,Autumn
6775,2023-10-10 06:00:00,S058,P0015,20,718,34,UPI,2023,10,10,1,4,0,Autumn
6776,2023-10-10 07:00:00,S033,P0496,8,5676,46,UPI,2023,10,10,1,4,0,Autumn
6777,2023-10-10 08:00:00,S059,P0186,11,6551,27,UPI,2023,10,10,1,4,0,Autumn
6778,2023-10-10 09:00:00,S095,P0417,2,5545,16,Cash,2023,10,10,1,4,0,Autumn
6779,2023-10-10 10:00:00,S011,P0495,7,7241,44,Card,2023,10,10,1,4,0,Autumn
6780,2023-10-10 11:00:00,S068,P0195,17,6083,39,Cash,2023,10,10,1,4,0,Autumn
6781,2023-10-10 12:00:00,S082,P0191,5,3575,14,UPI,2023,10,10,1,4,0,Autumn
6782,2023-10-10 13:00:00,S068,P0234,6,3233,17,Cash,2023,10,10,1,4,0,Autumn
6783,2023-10-10 14:00:00,S098,P0432,17,8386,22,UPI,2023,10,10,1,4,0,Autumn
6784,2023-10-10 15:00:00,S093,P0066,15,8978,5,Card,2023,10,10,1,4,0,Autumn
6785,2023-10-10 16:00:00,S088,P0081,3,2002,25,Cash,2023,10,10,1,4,0,Autumn
6786,2023-10-10 17:00:00,S022,P0449,18,9430,49,Card,2023,10,10,1,4,0,Autumn
6787,2023-10-10 18:00:00,S066,P0036,15,9033,19,Cash,2023,10,10,1,4,0,Autumn
6788,2023-10-10 19:00:00,S044,P0235,4,7557,50,UPI,2023,10,10,1,4,0,Autumn
6789,2023-10-10 20:00:00,S006,P0017,10,8623,42,Cash,2023,10,10,1,4,0,Autumn
6790,2023-10-10 21:00:00,S042,P0002,11,8934,6,Card,2023,10,10,1,4,0,Autumn
6791,2023-10-10 22:00:00,S025,P0033,1,4173,6,UPI,2023,10,10,1,4,0,Autumn
6792,2023-10-10 23:00:00,S057,P0349,10,3351,25,Cash,2023,10,10,1,4,0,Autumn
6793,2023-10-11 00:00:00,S085,P0380,15,6472,21,Card,2023,10,11,2,4,0,Autumn
6794,2023-10-11 01:00:00,S055,P0134,8,4459,37,Card,2023,10,11,2,4,0,Autumn
6795,2023-10-11 02:00:00,S016,P0427,9,3172,34,Card,2023,10,11,2,4,0,Autumn
6796,2023-10-11 03:00:00,S095,P0356,1,5826,5,UPI,2023,10,11,2,4,0,Autumn
6797,2023-10-11 04:00:00,S014,P0344,12,5488,20,Cash,2023,10,11,2,4,0,Autumn
6798,2023-10-11 05:00:00,S039,P0267,16,5346,22,Card,2023,10,11,2,4,0,Autumn
6799,2023-10-11 06:00:00,S028,P0005,7,4485,46,Card,2023,10,11,2,4,0,Autumn
6800,2023-10-11 07:00:00,S096,P0286,12,683,6,Cash,2023,10,11,2,4,0,Autumn
6801,2023-10-11 08:00:00,S092,P0394,12,3709,8,Cash,2023,10,11,2,4,0,Autumn
6802,2023-10-11 09:00:00,S051,P0485,11,6247,29,Card,2023,10,11,2,4,0,Autumn
6803,2023-10-11 10:00:00,S049,P0347,16,6689,24,UPI,2023,10,11,2,4,0,Autumn
6804,2023-10-11 11:00:00,S009,P0091,8,3581,23,UPI,2023,10,11,2,4,0,Autumn
6805,2023-10-11 12:00:00,S058,P0152,19,6637,1,UPI,2023,10,11,2,4,0,Autumn
6806,2023-10-11 13:00:00,S045,P0443,8,5439,20,UPI,2023,10,11,2,4,0,Autumn
6807,2023-10-11 14:00:00,S022,P0378,5,2652,11,Card,2023,10,11,2,4,0,Autumn
6808,2023-10-11 15:00:00,S032,P0118,17,5128,14,Card,2023,10,11,2,4,0,Autumn
6809,2023-10-11 16:00:00,S069,P0451,16,3663,39,UPI,2023,10,11,2,4,0,Autumn
6810,2023-10-11 17:00:00,S087,P0061,4,4504,29,UPI,2023,10,11,2,4,0,Autumn
6811,2023-10-11 18:00:00,S069,P0358,18,1949,12,Card,2023,10,11,2,4,0,Autumn
6812,2023-10-11 19:00:00,S042,P0026,12,7055,24,UPI,2023,10,11,2,4,0,Autumn
6813,2023-10-11 20:00:00,S053,P0109,4,9272,8,Cash,2023,10,11,2,4,0,Autumn
6814,2023-10-11 21:00:00,S096,P0368,18,2008,50,Cash,2023,10,11,2,4,0,Autumn
6815,2023-10-11 22:00:00,S059,P0295,7,1769,35,UPI,2023,10,11,2,4,0,Autumn
6816,2023-10-11 23:00:00,S074,P0210,2,1130,33,UPI,2023,10,11,2,4,0,Autumn
6817,2023-10-12 00:00:00,S039,P0259,2,3312,41,Cash,2023,10,12,3,4,0,Autumn
6818,2023-10-12 01:00:00,S015,P0294,13,7570,36,Card,2023,10,12,3,4,0,Autumn
6819,2023-10-12 02:00:00,S071,P0042,4,9970,43,Card,2023,10,12,3,4,0,Autumn
6820,2023-10-12 03:00:00,S029,P0304,5,3946,41,UPI,2023,10,12,3,4,0,Autumn
6821,2023-10-12 04:00:00,S003,P0473,12,6849,2,Cash,2023,10,12,3,4,0,Autumn
6822,2023-10-12 05:00:00,S083,P0013,11,526,11,Card,2023,10,12,3,4,0,Autumn
6823,2023-10-12 06:00:00,S010,P0089,3,4170,47,Card,2023,10,12,3,4,0,Autumn
6824,2023-10-12 07:00:00,S092,P0088,11,2137,46,UPI,2023,10,12,3,4,0,Autumn
6825,2023-10-12 08:00:00,S029,P0312,9,5730,40,Card,2023,10,12,3,4,0,Autumn
6826,2023-10-12 09:00:00,S079,P0489,8,9216,19,Cash,2023,10,12,3,4,0,Autumn
6827,2023-10-12 10:00:00,S035,P0187,8,7648,37,Cash,2023,10,12,3,4,0,Autumn
6828,2023-10-12 11:00:00,S006,P0063,10,8248,10,Card,2023,10,12,3,4,0,Autumn
6829,2023-10-12 12:00:00,S012,P0336,6,7727,10,Cash,2023,10,12,3,4,0,Autumn
6830,2023-10-12 13:00:00,S038,P0043,18,1627,41,UPI,2023,10,12,3,4,0,Autumn
6831,2023-10-12 14:00:00,S077,P0233,6,3812,31,UPI,2023,10,12,3,4,0,Autumn
6832,2023-10-12 15:00:00,S093,P0234,12,4594,38,Card,2023,10,12,3,4,0,Autumn
6833,2023-10-12 16:00:00,S019,P0075,16,8443,39,UPI,2023,10,12,3,4,0,Autumn
6834,2023-10-12 17:00:00,S067,P0253,16,2831,8,UPI,2023,10,12,3,4,0,Autumn
6835,2023-10-12 18:00:00,S008,P0313,4,4536,30,Card,2023,10,12,3,4,0,Autumn
6836,2023-10-12 19:00:00,S008,P0149,18,2245,46,UPI,2023,10,12,3,4,0,Autumn
6837,2023-10-12 20:00:00,S084,P0479,13,6897,46,Card,2023,10,12,3,4,0,Autumn
6838,2023-10-12 21:00:00,S047,P0182,3,1154,19,UPI,2023,10,12,3,4,0,Autumn
6839,2023-10-12 22:00:00,S004,P0207,12,3499,5,Card,2023,10,12,3,4,0,Autumn
6840,2023-10-12 23:00:00,S051,P0181,20,6618,22,UPI,2023,10,12,3,4,0,Autumn
6841,2023-10-13 00:00:00,S085,P0173,19,7245,19,UPI,2023,10,13,4,4,0,Autumn
6842,2023-10-13 01:00:00,S067,P0241,5,7944,30,Card,2023,10,13,4,4,0,Autumn
6843,2023-10-13 02:00:00,S045,P0164,19,1075,35,Cash,2023,10,13,4,4,0,Autumn
6844,2023-10-13 03:00:00,S008,P0063,19,1364,6,Cash,2023,10,13,4,4,0,Autumn
6845,2023-10-13 04:00:00,S087,P0382,12,4760,18,Cash,2023,10,13,4,4,0,Autumn
6846,2023-10-13 05:00:00,S016,P0235,5,3088,36,UPI,2023,10,13,4,4,0,Autumn
6847,2023-10-13 06:00:00,S077,P0125,2,8338,34,UPI,2023,10,13,4,4,0,Autumn
6848,2023-10-13 07:00:00,S067,P0257,16,5658,33,Card,2023,10,13,4,4,0,Autumn
6849,2023-10-13 08:00:00,S009,P0092,4,7597,38,Card,2023,10,13,4,4,0,Autumn
6850,2023-10-13 09:00:00,S060,P0225,15,7834,5,Card,2023,10,13,4,4,0,Autumn
6851,2023-10-13 10:00:00,S078,P0195,10,9702,4,Card,2023,10,13,4,4,0,Autumn
6852,2023-10-13 11:00:00,S077,P0375,6,2306,20,UPI,2023,10,13,4,4,0,Autumn
6853,2023-10-13 12:00:00,S071,P0207,7,8684,12,UPI,2023,10,13,4,4,0,Autumn
6854,2023-10-13 13:00:00,S015,P0417,2,6443,14,Card,2023,10,13,4,4,0,Autumn
6855,2023-10-13 14:00:00,S071,P0288,4,2219,45,Card,2023,10,13,4,4,0,Autumn
6856,2023-10-13 15:00:00,S098,P0215,15,9680,29,Card,2023,10,13,4,4,0,Autumn
6857,2023-10-13 16:00:00,S041,P0186,13,8076,6,Cash,2023,10,13,4,4,0,Autumn
6858,2023-10-13 17:00:00,S022,P0126,9,1161,42,Card,2023,10,13,4,4,0,Autumn
6859,2023-10-13 18:00:00,S024,P0282,5,2407,17,Cash,2023,10,13,4,4,0,Autumn
6860,2023-10-13 19:00:00,S044,P0255,17,919,16,UPI,2023,10,13,4,4,0,Autumn
6861,2023-10-13 20:00:00,S001,P0061,6,3832,31,Cash,2023,10,13,4,4,0,Autumn
6862,2023-10-13 21:00:00,S010,P0368,14,6414,21,Card,2023,10,13,4,4,0,Autumn
6863,2023-10-13 22:00:00,S080,P0401,5,7490,44,UPI,2023,10,13,4,4,0,Autumn
6864,2023-10-13 23:00:00,S072,P0201,2,991,22,UPI,2023,10,13,4,4,0,Autumn
6865,2023-10-14 00:00:00,S056,P0069,14,8495,13,Card,2023,10,14,5,4,1,Autumn
6866,2023-10-14 01:00:00,S089,P0285,19,1602,27,Card,2023,10,14,5,4,1,Autumn
6867,2023-10-14 02:00:00,S050,P0063,19,2978,7,UPI,2023,10,14,5,4,1,Autumn
6868,2023-10-14 03:00:00,S012,P0134,13,4006,24,Card,2023,10,14,5,4,1,Autumn
6869,2023-10-14 04:00:00,S089,P0239,12,8670,20,Cash,2023,10,14,5,4,1,Autumn
6870,2023-10-14 05:00:00,S081,P0252,1,4904,28,Cash,2023,10,14,5,4,1,Autumn
6871,2023-10-14 06:00:00,S060,P0361,3,4344,41,Cash,2023,10,14,5,4,1,Autumn
6872,2023-10-14 07:00:00,S026,P0187,10,8713,10,UPI,2023,10,14,5,4,1,Autumn
6873,2023-10-14 08:00:00,S078,P0483,8,4122,17,UPI,2023,10,14,5,4,1,Autumn
6874,2023-10-14 09:00:00,S041,P0371,13,9352,18,UPI,2023,10,14,5,4,1,Autumn
6875,2023-10-14 10:00:00,S036,P0021,19,3176,22,UPI,2023,10,14,5,4,1,Autumn
6876,2023-10-14 11:00:00,S023,P0429,3,7579,38,Cash,2023,10,14,5,4,1,Autumn
6877,2023-10-14 12:00:00,S043,P0429,3,8075,17,Card,2023,10,14,5,4,1,Autumn
6878,2023-10-14 13:00:00,S006,P0343,18,7723,2,UPI,2023,10,14,5,4,1,Autumn
6879,2023-10-14 14:00:00,S069,P0291,3,8066,23,Card,2023,10,14,5,4,1,Autumn
6880,2023-10-14 15:00:00,S043,P0308,12,5909,32,Card,2023,10,14,5,4,1,Autumn
6881,2023-10-14 16:00:00,S025,P0046,2,5720,13,Card,2023,10,14,5,4,1,Autumn
6882,2023-10-14 17:00:00,S018,P0194,8,662,2,Card,2023,10,14,5,4,1,Autumn
6883,2023-10-14 18:00:00,S062,P0057,14,1804,43,Cash,2023,10,14,5,4,1,Autumn
6884,2023-10-14 19:00:00,S013,P0042,19,6157,43,Cash,2023,10,14,5,4,1,Autumn
6885,2023-10-14 20:00:00,S043,P0457,11,3823,48,UPI,2023,10,14,5,4,1,Autumn
6886,2023-10-14 21:00:00,S078,P0333,16,9817,1,Card,2023,10,14,5,4,1,Autumn
6887,2023-10-14 22:00:00,S028,P0235,14,2034,22,Card,2023,10,14,5,4,1,Autumn
6888,2023-10-14 23:00:00,S018,P0354,8,6129,38,Cash,2023,10,14,5,4,1,Autumn
6889,2023-10-15 00:00:00,S059,P0016,20,2921,6,UPI,2023,10,15,6,4,1,Autumn
6890,2023-10-15 01:00:00,S060,P0133,14,8471,6,Cash,2023,10,15,6,4,1,Autumn
6891,2023-10-15 02:00:00,S063,P0001,12,2421,37,Cash,2023,10,15,6,4,1,Autumn
6892,2023-10-15 03:00:00,S057,P0232,17,9627,10,UPI,2023,10,15,6,4,1,Autumn
6893,2023-10-15 04:00:00,S092,P0150,12,2183,21,Cash,2023,10,15,6,4,1,Autumn
6894,2023-10-15 05:00:00,S051,P0304,12,8297,8,UPI,2023,10,15,6,4,1,Autumn
6895,2023-10-15 06:00:00,S056,P0494,12,4358,43,UPI,2023,10,15,6,4,1,Autumn
6896,2023-10-15 07:00:00,S027,P0122,7,7047,10,Card,2023,10,15,6,4,1,Autumn
6897,2023-10-15 08:00:00,S032,P0282,10,9336,1,Card,2023,10,15,6,4,1,Autumn
6898,2023-10-15 09:00:00,S009,P0290,16,3881,49,Card,2023,10,15,6,4,1,Autumn
6899,2023-10-15 10:00:00,S096,P0370,3,4773,15,Card,2023,10,15,6,4,1,Autumn
6900,2023-10-15 11:00:00,S084,P0314,3,2328,5,Card,2023,10,15,6,4,1,Autumn
6901,2023-10-15 12:00:00,S092,P0213,1,8194,32,Card,2023,10,15,6,4,1,Autumn
6902,2023-10-15 13:00:00,S097,P0391,5,8582,19,UPI,2023,10,15,6,4,1,Autumn
6903,2023-10-15 14:00:00,S068,P0281,8,973,4,UPI,2023,10,15,6,4,1,Autumn
6904,2023-10-15 15:00:00,S046,P0441,17,1383,46,Cash,2023,10,15,6,4,1,Autumn
6905,2023-10-15 16:00:00,S098,P0140,16,3882,35,UPI,2023,10,15,6,4,1,Autumn
6906,2023-10-15 17:00:00,S067,P0159,16,9779,28,UPI,2023,10,15,6,4,1,Autumn
6907,2023-10-15 18:00:00,S026,P0495,18,8081,37,Card,2023,10,15,6,4,1,Autumn
6908,2023-10-15 19:00:00,S008,P0027,18,4038,9,UPI,2023,10,15,6,4,1,Autumn
6909,2023-10-15 20:00:00,S006,P0342,14,2978,27,Cash,2023,10,15,6,4,1,Autumn
6910,2023-10-15 21:00:00,S080,P0162,12,6396,4,Card,2023,10,15,6,4,1,Autumn
6911,2023-10-15 22:00:00,S024,P0118,10,7800,28,Cash,2023,10,15,6,4,1,Autumn
6912,2023-10-15 23:00:00,S048,P0337,2,4819,33,Cash,2023,10,15,6,4,1,Autumn
6913,2023-10-16 00:00:00,S094,P0075,3,8305,13,UPI,2023,10,16,0,4,0,Autumn
6914,2023-10-16 01:00:00,S045,P0093,1,8886,5,Cash,2023,10,16,0,4,0,Autumn
6915,2023-10-16 02:00:00,S013,P0034,9,7948,22,Cash,2023,10,16,0,4,0,Autumn
6916,2023-10-16 03:00:00,S069,P0115,4,5040,50,Cash,2023,10,16,0,4,0,Autumn
6917,2023-10-16 04:00:00,S025,P0421,16,5602,18,Card,2023,10,16,0,4,0,Autumn
6918,2023-10-16 05:00:00,S020,P0442,4,9378,24,Card,2023,10,16,0,4,0,Autumn
6919,2023-10-16 06:00:00,S082,P0113,17,9188,13,Card,2023,10,16,0,4,0,Autumn
6920,2023-10-16 07:00:00,S082,P0368,15,3069,4,Cash,2023,10,16,0,4,0,Autumn
6921,2023-10-16 08:00:00,S066,P0060,4,9365,43,Cash,2023,10,16,0,4,0,Autumn
6922,2023-10-16 09:00:00,S074,P0282,4,4720,3,Card,2023,10,16,0,4,0,Autumn
6923,2023-10-16 10:00:00,S045,P0237,12,9680,11,Cash,2023,10,16,0,4,0,Autumn
6924,2023-10-16 11:00:00,S047,P0126,3,4424,46,Cash,2023,10,16,0,4,0,Autumn
6925,2023-10-16 12:00:00,S063,P0429,20,4892,15,UPI,2023,10,16,0,4,0,Autumn
6926,2023-10-16 13:00:00,S076,P0045,5,4608,20,Card,2023,10,16,0,4,0,Autumn
6927,2023-10-16 14:00:00,S077,P0288,19,2799,11,Cash,2023,10,16,0,4,0,Autumn
6928,2023-10-16 15:00:00,S055,P0229,6,1619,41,Card,2023,10,16,0,4,0,Autumn
6929,2023-10-16 16:00:00,S075,P0197,9,8077,37,Card,2023,10,16,0,4,0,Autumn
6930,2023-10-16 17:00:00,S019,P0212,3,1516,9,Card,2023,10,16,0,4,0,Autumn
6931,2023-10-16 18:00:00,S035,P0499,2,4485,34,Card,2023,10,16,0,4,0,Autumn
6932,2023-10-16 19:00:00,S053,P0071,10,3354,3,UPI,2023,10,16,0,4,0,Autumn
6933,2023-10-16 20:00:00,S026,P0235,5,2732,8,Card,2023,10,16,0,4,0,Autumn
6934,2023-10-16 21:00:00,S014,P0279,7,3234,13,UPI,2023,10,16,0,4,0,Autumn
6935,2023-10-16 22:00:00,S045,P0449,15,3370,38,UPI,2023,10,16,0,4,0,Autumn
6936,2023-10-16 23:00:00,S044,P0167,2,3971,49,Card,2023,10,16,0,4,0,Autumn
6937,2023-10-17 00:00:00,S088,P0195,10,6232,14,Card,2023,10,17,1,4,0,Autumn
6938,2023-10-17 01:00:00,S065,P0173,11,607,36,UPI,2023,10,17,1,4,0,Autumn
6939,2023-10-17 02:00:00,S051,P0195,8,934,35,Card,2023,10,17,1,4,0,Autumn
6940,2023-10-17 03:00:00,S043,P0063,12,9663,34,Cash,2023,10,17,1,4,0,Autumn
6941,2023-10-17 04:00:00,S086,P0070,4,3471,5,Cash,2023,10,17,1,4,0,Autumn
6942,2023-10-17 05:00:00,S023,P0223,13,884,14,Card,2023,10,17,1,4,0,Autumn
6943,2023-10-17 06:00:00,S056,P0310,18,4257,9,UPI,2023,10,17,1,4,0,Autumn
6944,2023-10-17 07:00:00,S019,P0283,18,797,20,Cash,2023,10,17,1,4,0,Autumn
6945,2023-10-17 08:00:00,S082,P0349,3,3917,1,Card,2023,10,17,1,4,0,Autumn
6946,2023-10-17 09:00:00,S076,P0079,3,8917,20,UPI,2023,10,17,1,4,0,Autumn
6947,2023-10-17 10:00:00,S055,P0036,7,8264,29,UPI,2023,10,17,1,4,0,Autumn
6948,2023-10-17 11:00:00,S092,P0389,17,4012,49,Cash,2023,10,17,1,4,0,Autumn
6949,2023-10-17 12:00:00,S092,P0195,6,9661,46,UPI,2023,10,17,1,4,0,Autumn
6950,2023-10-17 13:00:00,S060,P0435,16,1686,33,UPI,2023,10,17,1,4,0,Autumn
6951,2023-10-17 14:00:00,S059,P0217,5,9628,45,Cash,2023,10,17,1,4,0,Autumn
6952,2023-10-17 15:00:00,S033,P0288,17,3814,31,UPI,2023,10,17,1,4,0,Autumn
6953,2023-10-17 16:00:00,S019,P0149,11,4030,15,UPI,2023,10,17,1,4,0,Autumn
6954,2023-10-17 17:00:00,S028,P0496,12,2266,49,Cash,2023,10,17,1,4,0,Autumn
6955,2023-10-17 18:00:00,S052,P0273,12,5087,14,UPI,2023,10,17,1,4,0,Autumn
6956,2023-10-17 19:00:00,S049,P0201,4,555,15,Cash,2023,10,17,1,4,0,Autumn
6957,2023-10-17 20:00:00,S037,P0154,9,4433,8,Cash,2023,10,17,1,4,0,Autumn
6958,2023-10-17 21:00:00,S026,P0022,14,5111,8,UPI,2023,10,17,1,4,0,Autumn
6959,2023-10-17 22:00:00,S099,P0297,12,8185,30,Cash,2023,10,17,1,4,0,Autumn
6960,2023-10-17 23:00:00,S098,P0494,10,6567,47,Card,2023,10,17,1,4,0,Autumn
6961,2023-10-18 00:00:00,S099,P0315,8,4244,16,Card,2023,10,18,2,4,0,Autumn
6962,2023-10-18 01:00:00,S040,P0215,3,8166,9,Card,2023,10,18,2,4,0,Autumn
6963,2023-10-18 02:00:00,S080,P0331,13,963,35,Cash,2023,10,18,2,4,0,Autumn
6964,2023-10-18 03:00:00,S038,P0122,16,8874,1,UPI,2023,10,18,2,4,0,Autumn
6965,2023-10-18 04:00:00,S077,P0266,13,6635,30,Cash,2023,10,18,2,4,0,Autumn
6966,2023-10-18 05:00:00,S087,P0343,13,2499,37,UPI,2023,10,18,2,4,0,Autumn
6967,2023-10-18 06:00:00,S054,P0261,19,7231,37,UPI,2023,10,18,2,4,0,Autumn
